Name,Platform_S,n_platforms,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,isSeries
The Con,PSP,1,2005,Fighting,Sony Computer Entertainment,0.18,0,0,0.02,0.2,63,37,73,16,"SCEA, Think and Feel",T,0
The Crew,PS4,1,2014,Racing,Ubisoft,0.35,1.08,0.03,0.26,1.72,61,60,54,575,"Ubisoft Reflections, Ivory Tower",T,1
The Crew: Wild Run,PS4,1,2015,Action,Ubisoft,0,0.08,0,0.01,0.1,73,13,68,50,Ivory Tower,T,1
The Cursed Crusade,PS3,1,2011,Action,DTP Entertainment,0.07,0.06,0.01,0.03,0.17,45,17,50,26,Kylotonn,M,0
The Da Vinci Code,PS2,1,2006,Action,Take-Two Interactive,0.07,0.05,0,0.02,0.14,54,43,80,24,Double Helix Games,T,0
The Darkness,PS3,1,2007,Shooter,Take-Two Interactive,0.2,0.33,0,0.13,0.66,80,35,77,107,Starbreeze,M,1
The Darkness II,PS3,1,2012,Shooter,Take-Two Interactive,0.14,0.13,0,0.05,0.32,79,28,76,127,Digital Extremes,M,1
The Dukes of Hazzard: Return of the General Lee,PS2,1,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21,52,17,68,8,Ratbag,E,0
The Elder Scrolls IV: Oblivion,PS3,1,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,45,80,604,4J Studios,M,1
The Elder Scrolls V: Skyrim,PS3,1,2011,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1,6.41,92,16,64,2527,Bethesda Game Studios,M,1
The Evil Within,PS4,1,2014,Action,Bethesda Softworks,0.55,0.86,0.11,0.27,1.79,75,65,73,1223,Tango Gameworks,M,0
The Eye of Judgment,PS3,1,2007,Misc,Sony Computer Entertainment,0.28,0,0.02,0.03,0.33,75,43,82,51,SCEJ,T,1
The Eye of Judgment: Legends,PSP,1,2010,Strategy,Sony Computer Entertainment,0,0,0.01,0,0.01,69,17,79,16,SCEI,E10+,1
The Fast and the Furious,PS2/PSP,2,2006,Racing,Namco Bandai Games,0.05,0.02,0,0.01,0.08,58.5,22,59.5,24,Eutechnyx,T,0
The Fight: Lights Out,PS3,1,2010,Fighting,Sony Computer Entertainment,0.29,0.21,0,0.09,0.59,48,39,75,77,Coldwood Interactive,T,0
The Getaway,PS2,1,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72,49,68,88,Team Soho,M,1
The Getaway: Black Monday,PS2,1,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,53,76,47,SCEE London Studio,M,1
The Godfather,PS2,1,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75,56,83,99,Electronic Arts,M,1
The Godfather II,PS3,1,2009,Action,Electronic Arts,0.41,0.21,0.01,0.1,0.74,67,53,72,50,EA Redwood Shores,M,1
The Godfather: Mob Wars,PSP,1,2006,Action,Electronic Arts,0.09,0,0,0.01,0.1,59,34,79,16,Page 44 Studios,M,1
The Golden Compass,PS2/PS3,2,2007,Action,Sega,0.27,0.1,0,0.44,0.8,43,17,50,16,Shiny Entertainment,E10+,0
The Golf Club,PS4,1,2014,Sports,Unknown,0.05,0.02,0,0.01,0.08,66,11,63,67,HB Studios Multimedia,E,0
The Great Escape,PS2,1,2003,Action,SCi,0.1,0.07,0,0.02,0.2,57,19,80,21,Pivotal Games,T,0
The Guided Fate Paradox,PS3,1,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,0.07,74,27,78,66,Nippon Ichi Software,T,0
The Guy Game,PS2,1,2004,Misc,Gathering of Developers,0.07,0.05,0,0.02,0.13,48,20,67,13,Top Heavy Studios,M,0
The History Channel: Battle for the Pacific,PS3,1,2008,Shooter,Activision,0.07,0,0,0.01,0.07,36,7,24,15,Activision,T,0
The Hobbit,PS2,1,2003,Platform,Vivendi Games,0.26,0.2,0,0.07,0.54,59,17,86,14,Inevitable Entertainment,E,0
The Hustle: Detroit Streets,PSP,1,2005,Sports,Deep Silver,0.07,0,0,0.01,0.07,51,11,53,4,Blade Interactive,T,0
The Incredible Hulk,PS2/PS3,2,2008,Action,Sega,0.54,0.03,0,0.07,0.64,52.5,26,64,20,Edge of Reality,T,1
The Incredible Hulk: Ultimate Destruction,PS2,1,2005,Action,Vivendi Games,0.26,0.2,0,0.07,0.54,83,41,87,38,Radical Entertainment,T,1
The Incredibles,PS2,1,2004,Action,THQ,0.96,1.08,0.04,0.3,2.37,62,36,76,22,Heavy Iron Studios,T,1
The Incredibles: Rise of the Underminer,PS2,1,2005,Action,THQ,0.18,0.14,0,0.05,0.36,60,12,71,8,Heavy Iron Studios,E10+,1
The Italian Job,PS2,1,2003,Racing,Eidos Interactive,0.11,0.09,0,0.03,0.23,55,18,63,4,Climax Group,T,0
The King of Fighters 02/03,PS2,1,2005,Fighting,SNK,0.03,0.03,0,0.01,0.07,73,28,88,14,SNK Playmore,T,1
The King of Fighters 2000/2001,PS2,1,2003,Fighting,Ignition Entertainment,0.05,0.04,0,0.01,0.11,71,31,86,17,SNK Playmore,T,1
The King of Fighters 2006,PS2,1,2006,Fighting,Ignition Entertainment,0.01,0.01,0.05,0,0.08,66,23,86,17,SNK Playmore,T,1
The King of Fighters Collection: The Orochi Saga,PS2/PSP,2,2006,Fighting,Ignition Entertainment,0.17,0.08,0,0.03,0.27,64,16,77.5,9,Terminal Reality,T,1
The King of Fighters XI,PS2,1,2006,Fighting,Ignition Entertainment,0.07,0.06,0.04,0.02,0.19,75,30,85,15,SNK Playmore,T,1
The King of Fighters XII,PS3,1,2009,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,57,48,53,46,SNK Playmore,T,1
The King of Fighters XIII,PS3,1,2011,Fighting,Rising Star Games,0.17,0.06,0.04,0.03,0.3,77,26,82,76,SNK Playmore,T,1
The King of Fighters XIV,PS4,1,2016,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79,54,87,208,SNK Playmore,T,1
The Last Guy,PS3,1,2009,Action,Sony Computer Entertainment,0,0,0.03,0,0.03,77,33,69,30,SCE Japan Studio,E10+,0
The Last of Us,PS3,1,2013,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95,98,91,8003,Naughty Dog,M,0
The Legend of Alon D'ar,PS2,1,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.08,43,14,67,10,Stormfront Studios,T,0
The Legend of Dragoon,PS,1,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74,12,84,248,SCEI,T,0
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,1,2004,Role-Playing,Namco Bandai Games,0.03,0,0.11,0,0.14,63,25,69,11,Microvision,E10+,1
The Legend of Heroes III: Song of the Ocean,PSP,1,2006,Role-Playing,Namco Bandai Games,0.03,0,0,0,0.03,58,17,61,7,Microvision,E10+,1
The Legend of Heroes: A Tear of Vermillion,PSP,1,2005,Role-Playing,Namco Bandai Games,0.08,0,0,0.01,0.09,68,24,77,26,Microvision,T,1
The Legend of Heroes: Trails of Cold Steel,PS3/PSV,2,2013,Role-Playing,Nippon Ichi Software,0.1,0.04,0.26,0.03,0.43,81.5,20,76,132,Falcom,T,1
The Legend of Heroes: Trails of Cold Steel II,PS3/PSV,2,2014,Role-Playing,Nippon Ichi Software,0.04,0.04,0.24,0.02,0.34,85,23,75.5,73,Falcom,T,1
The Legend of Spyro: Dawn of the Dragon,PS3,1,2008,Platform,Vivendi Games,0.19,0.18,0,0.07,0.44,59,22,66,36,Etranges Libellules,E10+,1
The Legend of Spyro: The Eternal Night,PS2,1,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42,54,18,54,28,Krome Studios,E10+,1
The LEGO Movie Videogame,PS3/PS4,2,2014,Action,Warner Bros. Interactive Entertainment,0.57,0.74,0.03,0.26,1.6,75.5,31,69.5,98,TT Games,E10+,0
The Lord of the Rings: Aragorn's Quest,PS3,1,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0,0.02,0.17,58,12,60,8,TT Fusion,T,1
The Lord of the Rings: Conquest,PS3,1,2009,Action,Electronic Arts,0.38,0.25,0,0.11,0.74,54,45,71,57,Pandemic Studios,T,1
The Lord of the Rings: The Fellowship of the Ring,PS2,1,2002,Action,Black Label Games,0.59,0.46,0,0.15,1.2,59,19,51,20,Surreal Software,T,1
The Lord of the Rings: The Return of the King,PS2,1,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85,31,87,105,EA Games,T,1
The Lord of the Rings: The Third Age,PS2,1,2004,Role-Playing,Electronic Arts,0.49,0.02,0,0.08,0.58,73,35,82,60,EA Games,T,1
The Lord of the Rings: The Two Towers,PS2,1,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82,32,82,78,Stormfront Studios,T,1
The Mark of Kri,PS2,1,2002,Action,Sony Computer Entertainment,0.22,0.18,0,0.06,0.46,80,37,79,29,SCEA,M,0
The Matrix: Path of Neo,PS2,1,2005,Action,Atari,0.41,0.01,0,0.07,0.49,69,42,79,42,Shiny Entertainment,T,0
The Mummy Returns,PS2,1,2001,Action,Universal Interactive,0.25,0.19,0,0.06,0.5,44,13,70,11,Blitz Games,T,0
The Mummy: Tomb of the Dragon Emperor,PS2,1,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25,38,7,68,6,Eurocom Entertainment Software,T,0
The Operative: No One Lives Forever,PS2,1,2002,Shooter,Electronic Arts,0.07,0.05,0,0.02,0.14,67,23,80,16,Monolith Productions,T,0
The Orange Box,PS3,1,2007,Shooter,Electronic Arts,0.28,0.58,0,0.21,1.06,89,21,84,188,EA Games,M,0
The Order: 1886,PS4,1,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.74,63,94,66,3172,"Ready at Dawn, SCE Santa Monica",M,0
The Peanuts Movie: Snoopy's Grand Adventure,PS4,1,2015,Action,Activision,0,0.02,0,0,0.03,59,4,66,19,"Activision, Behaviour Interactive",E,0
The Polar Express,PS2,1,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23,39,10,43,6,Blue Tongue,E,0
The Powerpuff Girls: Chemical X-Traction,PS,1,2001,Action,BAM! Entertainment,0.14,0.1,0,0.02,0.25,30,6,63,4,VIS Entertainment,E,1
The Powerpuff Girls: Relish Rampage,PS2,1,2002,Action,BAM! Entertainment,0.22,0.17,0,0.06,0.45,46,5,68,5,VIS Entertainment,E,1
The Punisher,PS2,1,2005,Action,THQ,0.25,0.2,0,0.07,0.52,68,44,82,56,Volition Inc.,M,0
The Saboteur,PS3,1,2009,Action,Electronic Arts,0.2,0.21,0,0.07,0.48,72,54,81,118,Pandemic Studios,M,0
The Scorpion King: Rise of the Akkadian,PS2,1,2002,Action,Universal Interactive,0.11,0.09,0,0.03,0.23,47,12,72,6,VU Games,T,0
The Shoot,PS3,1,2010,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60,39,62,11,Cohort Studios,T,0
The Simpsons Game,PS2/PS3/PSP,3,2007,Action,Electronic Arts,0.97,0.93,0,1.58,3.46,66,30,74.66666667,49,Electronic Arts,T,1
The Simpsons Skateboarding,PS2,1,2002,Sports,Electronic Arts,0.36,0.9,0,0.27,1.52,38,21,50,26,The Code Monkeys,T,1
The Simpsons: Road Rage,PS2,1,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,64,23,77,32,Fox Interactive,T,1
The Sims,PS2,1,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77,83,33,77,46,Edge of Reality,T,1
The Sims 2,PS2/PSP,2,2005,Simulation,Electronic Arts,1.16,0.58,0,0.44,2.18,70,31,56.5,166,Maxis,T,1
The Sims 2: Castaway,PS2/PSP,2,2007,Simulation,Electronic Arts,0.38,0.47,0,0.3,1.16,67.5,17,76.5,18,Maxis,E10+,1
The Sims 2: Pets,PS2/PSP,2,2006,Simulation,Electronic Arts,0.21,0.39,0,0.49,1.09,62.5,27,76.5,25,Maxis,T,1
The Sims 3,PS3,1,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78,39,64,55,The Sims Studio,T,1
The Sims: Bustin' Out,PS2,1,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43,81,26,84,42,Maxis,T,1
The Sly Collection,PS3,1,2010,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68,85,46,88,172,Sanzaru Games,E10+,0
The SpongeBob SquarePants Movie,PS2,1,2004,Platform,THQ,1.06,0.54,0,0.16,1.76,75,5,90,54,Heavy Iron Studios,E,0
The Suffering,PS2,1,2004,Action,Midway Games,0.2,0.16,0,0.05,0.42,77,47,89,40,Surreal Software,M,0
The Suffering: Ties That Bind,PS2,1,2005,Action,Midway Games,0.09,0.07,0,0.02,0.17,75,37,80,23,Surreal Software,M,0
The Talos Principle,PS4,1,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.03,88,31,84,124,Croteam,E10+,0
The Technomancer,PS4,1,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.06,60,38,67,116,Spiders,M,0
The Terminator: Dawn of Fate,PS2,1,2002,Action,Atari,0.2,0.16,0,0.05,0.41,58,17,57,18,Paradigm Entertainment,T,0
The Testament of Sherlock Holmes,PS3,1,2012,Adventure,Focus Home Interactive,0.05,0.14,0,0.04,0.24,65,16,74,34,Frogwares,M,0
The Thing,PS2,1,2002,Adventure,Vivendi Games,0.22,0.17,0,0.06,0.44,78,27,74,41,Computer Artworks,M,0
The Tomb Raider Trilogy,PS3,1,2011,Action,Square Enix,0.27,0.46,0,0.15,0.88,78,37,81,60,Crystal Dynamics,T,0
The Urbz: Sims in the City,PS2,1,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,70,25,82,24,Maxis,T,0
The Walking Dead: Survival Instinct,PS3,1,2013,Shooter,Activision,0.28,0.15,0,0.08,0.51,34,14,36,196,Terminal Reality,M,0
The Warriors,PS2/PSP,2,2005,Action,Take-Two Interactive,0.67,0.03,0,0.09,0.8,82.5,52,81.5,72,Rockstar Toronto,M,0
The Weakest Link,PS,1,2001,Misc,Activision,0.05,0.03,0,0.01,0.09,63,7,72,6,"Activision, Traveller's Tales",E,0
The Witch and the Hundred Knight,PS3,1,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,53,44,75,80,Nippon Ichi Software,T,0
The Witcher 3: Wild Hunt,PS4,1,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92,79,92,10179,CD Projekt Red Studio,M,1
The Wolf Among Us,PS4,1,2014,Adventure,Telltale Games,0.1,0.07,0,0.04,0.21,83,6,84,259,Telltale Games,M,0
The X Files: Resist or Serve,PS2,1,2004,Adventure,Vivendi Games,0.06,0.05,0,0.02,0.12,67,31,84,8,Black Ops Entertainment,M,0
Theme Park Roller Coaster,PS2,1,2000,Strategy,Electronic Arts,0.23,0.18,0,0.06,0.48,82,11,79,17,Bullfrog Productions,E,0
Thor: God of Thunder,PS3,1,2011,Action,Sega,0.07,0.05,0,0.02,0.14,39,35,44,19,Liquid Entertainment,T,0
Thrillville,PS2/PSP,2,2006,Strategy,Atari,0.73,0.02,0,0.11,0.86,70.5,32,28.5,52,Frontier Developments,E10+,1
Thrillville: Off the Rails,PS2/PSP,2,2007,Strategy,LucasArts,0.29,0.16,0,0.06,0.52,71,11,11.5,30,Frontier Developments,E10+,1
Thunderstrike: Operation Phoenix,PS2,1,2001,Simulation,Eidos Interactive,0.17,0.13,0,0.04,0.34,65,15,81,7,Core Design Ltd.,T,0
Tiger Woods PGA Tour,PSP,1,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21,78,25,74,14,EA Canada,E,1
Tiger Woods PGA Tour 06,PS2/PSP,2,2005,Sports,Electronic Arts,0.92,0.03,0,0.13,1.09,81.5,29,70.5,16,EA Sports,E,1
Tiger Woods PGA Tour 07,PS2,1,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,0.72,79,33,60,8,EA Redwood Shores,E,1
Tiger Woods PGA Tour 08,PS3,1,2007,Sports,Electronic Arts,0.22,0.37,0,0.14,0.73,79,30,66,7,EA Salt Lake,E,1
Tiger Woods PGA Tour 09,PS3/PSP,2,2008,Sports,Electronic Arts,0.41,0.4,0,0.2,1.01,67.5,34,63.5,9,EA Tiburon,E,1
Tiger Woods PGA Tour 10,PS3,1,2009,Sports,Electronic Arts,0.42,0.25,0,0.11,0.78,81,38,77,9,EA Tiburon,E,1
Tiger Woods PGA Tour 11,PS3,1,2010,Sports,Electronic Arts,0.37,0.33,0,0.13,0.83,78,40,67,17,EA Sports,E,1
Tiger Woods PGA Tour 12: The Masters,PS3,1,2011,Sports,Electronic Arts,0.52,0.25,0,0.11,0.89,80,41,73,17,Electronic Arts,E,1
Tiger Woods PGA Tour 13,PS3,1,2012,Sports,Electronic Arts,0.24,0.21,0,0.08,0.54,75,14,57,9,Electronic Arts,E,1
Tiger Woods PGA Tour 14,PS3,1,2013,Sports,Electronic Arts,0.16,0.14,0,0.07,0.37,74,28,38,26,EA Tiburon,E,1
Tiger Woods PGA Tour 2002,PS2,1,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9,80,23,76,5,EA Sports,E,1
Tiger Woods PGA Tour 2003,PS2,1,2002,Sports,Electronic Arts,0.8,0.63,0,0.21,1.64,88,18,89,18,EA Sports,E,1
Tiger Woods PGA Tour 2004,PS2,1,2003,Sports,Electronic Arts,1.18,0.34,0,0.1,1.63,89,23,88,40,EA Sports,E,1
Tiger Woods PGA Tour 2005,PS2,1,2004,Sports,Electronic Arts,1.03,0.32,0,0.09,1.44,88,30,82,20,EA Sports,E,1
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,1,2004,Adventure,Disney Interactive Studios,0.17,0.13,0,0.04,0.34,65,34,86,20,Capcom,E10+,0
Time and Eternity,PS3,1,2012,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,42,40,50,78,"Image Epoch, Imageepoch",T,0
Time Crisis 3,PS2,1,2003,Shooter,Namco Bandai Games,0.3,0.23,0,0.08,0.61,81,29,81,12,Namco,T,1
Time Crisis 4,PS3,1,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60,52,74,21,Nex Entertainment,T,1
Time Crisis II,PS2,1,2001,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,0.53,81,21,79,20,Namco,T,1
Time Crisis: Project Titan,PS,1,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05,71,13,67,6,Flying Tiger Development,T,1
Time Crisis: Razing Storm,PS3,1,2010,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58,49,59,15,Nex Entertainment,T,1
TimeShift,PS3,1,2007,Shooter,Vivendi Games,0.14,0,0,0.01,0.16,70,16,63,27,Saber Interactive,M,1
TimeSplitters,PS2,1,2000,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43,81,23,80,40,Free Radical Design,T,1
TimeSplitters 2,PS2,1,2002,Shooter,Eidos Interactive,0.34,0.27,0,0.09,0.7,90,33,88,127,Free Radical Design,T,1
TimeSplitters: Future Perfect,PS2,1,2005,Shooter,Electronic Arts,0.12,0.09,0,0.03,0.24,84,39,91,117,Free Radical Design,M,1
Titanfall 2,PS4,1,2016,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89,56,84,704,Respawn Entertainment,M,1
TMNT,PSP,1,2007,Action,Ubisoft,0.1,0,0,0.01,0.11,37,7,41,12,Ubisoft Montreal,E10+,0
TNA iMPACT: Cross the Line,PSP,1,2010,Fighting,SouthPeak Games,0.05,0,0,0,0.05,50,6,65,4,Point of View,T,0
TOCA Race Driver 3,PS2,1,2006,Racing,Codemasters,0.04,0.03,0,0.01,0.08,82,26,72,15,Codemasters,E10+,0
Tokobot,PSP,1,2005,Platform,Take-Two Interactive,0.06,0,0,0,0.06,72,30,73,8,Tecmo,E,0
Tokyo Jungle,PS3,1,2012,Action,Sony Computer Entertainment,0,0,0.26,0,0.26,74,60,84,89,Crispy's,T,1
Tokyo Twilight Ghost Hunters,PS3/PSV,2,2014,Role-Playing,Aksys Games,0.06,0.01,0.04,0.02,0.13,63.5,12,67,17,TOYBOX,T,1
Tokyo Xtreme Racer 3,PS2,1,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91,63,15,89,23,Genki,E,1
Tokyo Xtreme Racer DRIFT,PS2,1,2003,Racing,Genki,0.09,0.07,0,0.02,0.18,59,13,86,15,Genki,E,1
Tokyo Xtreme Racer Zero,PS2,1,2000,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76,15,89,64,Genki,E,1
Tom Clancy's EndWar,PS3/PSP,2,2008,Strategy,Ubisoft,0.43,0.23,0.01,0.11,0.77,72,33,62.5,42,Ubisoft Shanghai,T,1
Tom Clancy's Ghost Recon,PS2,1,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94,63,18,83,22,Ubisoft,M,1
Tom Clancy's Ghost Recon 2,PS2,1,2004,Shooter,Ubisoft,0.64,0.34,0,0.1,1.08,58,21,60,19,Ubisoft Shanghai/Paris,T,1
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3/PSP,2,2007,Shooter,Ubisoft,0.69,0.57,0.02,0.27,1.56,72.5,29,72.5,41,"Red Storm Entertainment, Ubisoft Paris",T,1
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,1,2006,Shooter,Ubisoft,0.03,0.02,0,0.01,0.06,44,8,46,41,Ubisoft Shanghai,T,1
Tom Clancy's Ghost Recon: Future Soldier,PS3,1,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79,18,69,156,Ubisoft Paris,M,1
Tom Clancy's Ghost Recon: Jungle Storm,PS2,1,2004,Shooter,Ubisoft,0.57,0.44,0,0.15,1.16,70,31,63,24,Red Storm Entertainment,T,1
Tom Clancy's HAWX,PS3,1,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.56,74,35,81,39,Ubisoft Romania,T,1
Tom Clancy's HAWX 2,PS3,1,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,0.41,70,30,68,19,Ubisoft,T,1
Tom Clancy's Rainbow Six 3,PS2,1,2004,Shooter,Ubisoft,0.4,0.31,0,0.1,0.81,70,34,82,17,Ubisoft Shanghai,M,1
Tom Clancy's Rainbow Six: Lockdown,PS2,1,2005,Shooter,Ubisoft,0.17,0.13,0,0.04,0.35,70,15,69,9,"Red Storm Entertainment, Ubisoft Montreal",M,1
Tom Clancy's Rainbow Six: Siege,PS4,1,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,73,40,73,480,Ubisoft Montreal,M,1
Tom Clancy's Rainbow Six: Vegas,PS3/PSP,2,2007,Shooter,Ubisoft,0.89,0.72,0.03,0.35,1.99,73,32,73.5,81,Ubisoft Montreal,M,1
Tom Clancy's Rainbow Six: Vegas 2,PS3,1,2008,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,81,32,79,93,Ubisoft Montreal,M,1
Tom Clancy's Splinter Cell,PS2,1,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65,89,24,77,102,Ubisoft Shanghai,T,1
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,1,2011,Action,Ubisoft,0.02,0,0,0,0.02,67,21,68,29,Ubisoft,M,1
Tom Clancy's Splinter Cell: Blacklist,PS3,1,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84,27,77,314,Ubisoft Toronto,M,1
Tom Clancy's Splinter Cell: Chaos Theory,PS2,1,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95,87,29,86,53,Ubisoft Montreal,M,1
Tom Clancy's Splinter Cell: Double Agent,PS3,1,2007,Action,Ubisoft,0.2,0.03,0,0.03,0.26,78,17,65,41,Ubisoft Shanghai,M,1
Tom Clancy's Splinter Cell: Essentials,PSP,1,2006,Shooter,Ubisoft,0.17,0.01,0,0.02,0.19,58,37,75,39,Ubisoft,M,1
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,1,2004,Action,Ubisoft,0.52,0.56,0,0.17,1.25,87,45,86,34,Ubisoft Shanghai,T,1
Tom Clancy's The Division,PS4,1,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80,64,70,2219,Massive Entertainment,M,1
Tomb Raider,PS,1,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91,13,86,147,Core Design Ltd.,T,1
Tomb Raider: Anniversary,PSP,1,2007,Action,Eidos Interactive,0.21,0.22,0,0.13,0.57,78,32,82,28,Crystal Dynamics,T,1
Tomb Raider: Legend,PS2/PSP,2,2006,Action,Eidos Interactive,0.34,0.43,0.02,0.18,0.98,74.5,43,75,96,Crystal Dynamics,T,1
Tomb Raider: Underworld,PS3,1,2008,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75,42,72,166,Nixxes Software,T,1
Tony Hawk's Pro Skater,PS,1,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92,18,92,69,Neversoft Entertainment,T,1
Tony Hawk's Pro Skater 2,PS,1,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98,19,77,299,Neversoft Entertainment,T,1
Tony Hawk's Pro Skater 3,PS/PS2,2,2001,Sports,Activision,3.75,1.78,0.03,0.53,6.08,92,34,79,298,Neversoft Entertainment,T,1
Tony Hawk's Pro Skater 4,PS2,1,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27,85,128,Neversoft Entertainment,T,1
Tony Hawk's Pro Skater 5,PS4,1,2015,Sports,Activision,0.09,0.08,0,0.03,0.21,32,43,15,427,Robomodo,T,1
Tony Hawk's Project 8,PS2/PS3/PSP,3,2006,Sports,Activision,1.43,0.32,0.01,0.29,2.06,71,43,73.66666667,19,Shaba Games,T,1
Tony Hawk's Proving Ground,PS2/PS3,2,2007,Sports,Activision,0.91,0.06,0,0.13,1.1,69,36,66,17,Page 44 Studios,T,1
Tony Hawk's Underground,PS2,1,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90,38,87,121,Neversoft Entertainment,T,1
Tony Hawk's Underground 2,PS2,1,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,83,59,88,55,Neversoft Entertainment,T,1
Tony Hawk's Underground 2 Remix,PSP,1,2005,Sports,Activision,0.46,0.21,0,0.15,0.82,83,49,80,34,Shaba Games,T,1
Tony Hawk: RIDE,PS3,1,2009,Sports,Activision,0.38,0.14,0,0.07,0.59,44,29,21,31,Robomodo,E10+,1
Tony Hawk: Shred,PS3,1,2010,Sports,Activision,0.18,0.06,0,0.04,0.28,56,5,67,6,Robomodo,E,1
Top Gun,PS3,1,2011,Simulation,505 Games,0.06,0,0,0.01,0.07,49,25,44,5,Doublesix,T,1
Top Gun: Combat Zones,PS2,1,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92,63,17,33,9,Titus Software,E,1
Top Spin,PS2,1,2005,Sports,Take-Two Interactive,0.05,0.04,0,0.01,0.1,67,28,78,12,Pam Development,E,1
Top Spin 3,PS3,1,2008,Action,Take-Two Interactive,0.08,0.36,0,0.12,0.57,75,36,75,20,Pam Development,E,1
Top Spin 4,PS3,1,2011,Sports,Take-Two Interactive,0.17,0.39,0,0.13,0.69,82,37,77,55,2K Czech,E,1
Tornado Outbreak,PS3,1,2009,Action,Konami Digital Entertainment,0.08,0,0,0.01,0.09,69,15,76,8,Loose Cannon Studios,E10+,0
Total Overdose: A Gunslinger's Tale in Mexico,PS2,1,2005,Shooter,Eidos Interactive,0.04,0.04,0,0.01,0.09,71,36,90,25,Deadline Games,M,0
